persona,phq9
"""A star quarterback who relies on mental training to overcome performance anxiety and improve concentration""",15
"""Enjoy English literature and theater, detest pop culture and celebrity fluff.""",7
"""An executive director of a local food bank who coordinates with the advocate to distribute food to those in need""",6
"""A popular parenting blogger who specializes in providing advice and guidance on raising energetic children""",21
"""An expert in election law and governance who emphasizes the need for adaptable voting methods""",4
"""A computer scientist who does not specialize in blockchain or cryptocurrency-related technologies.""",4
"""A protective and analytical auditor""",27
"""an avid sports journalist from Saint Kitts and Nevis""",9
"""a scholar specialized in Sufism and Middle Eastern history""",25
"""A PhD candidate specializing in indigenous Australian cultures and dreaming of conducting fieldwork""",8
"""A young student who is introduced to the magic of books through the book collector's collection""",14
"""A community member who has been a long-time supporter of the local politician, but now feels conflicted due to the disagreement on the curriculum""",13
"""A journalist reporting on high-profile divorce cases, looking for expert opinions and insights""",8
"""A jazz saxophonist who believes that the drums are the heartbeat of the band""",7
"""A renowned Sinologist who has collaborated with Prof. Timothy Cheek on various research projects""",5
"""A curious history student from Persia and a feminist""",0
"""A die-hard ice hockey enthusiast who diligently keeps track of the rivalry statistics between the two coaches""",1
"""A freelancer who counts on holiday deals for business purchases.""",14
"""A retired rock star who shares stories of their wild touring days and imparts wisdom on navigating the music industry""",20
"""A feminist activist who explores the connections between animal rights and women's rights""",7
